File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF785ERB	bam	bam		unfiltered alignments	mm10	ENCSR000CNT	DNase-seq	/mouse-donors/ENCDO350LAJ/	EFO:0005481	Patski	cell line	Mus musculus											DNA						2011-07-01	ENCODE		see document		1	1_1		36					/files/ENCFF001PXE/, /files/ENCFF001PXD/, /files/ENCFF340HIY/	1591911765	ENCODE Processing Pipeline	9cfeb15951a336049e31e1b556f19561		https://www.encodeproject.org/files/ENCFF785ERB/@@download/ENCFF785ERB.bam				released	s3://encode-public/2016/10/21/f431fd9e-910e-427b-aadc-e3fb508207f3/ENCFF785ERB.bam	ENCODE3 mm10	archived	low read depth, low spot score		
ENCFF156GTW	bam	bam		unfiltered alignments	mm10	ENCSR000CNT	DNase-seq	/mouse-donors/ENCDO350LAJ/	EFO:0005481	Patski	cell line	Mus musculus											DNA						2011-07-01	ENCODE		see document		2	2_1		36					/files/ENCFF001PXG/, /files/ENCFF001PXF/, /files/ENCFF340HIY/	1681501472	ENCODE Processing Pipeline	7dcd35dfa8a898faf6a967edd78a5051		https://www.encodeproject.org/files/ENCFF156GTW/@@download/ENCFF156GTW.bam				released	s3://encode-public/2016/10/21/a94d72c3-a9b4-4739-959f-f6a7bfeb829e/ENCFF156GTW.bam	ENCODE3 mm10	archived	low read depth, low spot score		
ENCFF236UYH	bam	bam		alignments	mm10	ENCSR000CNT	DNase-seq	/mouse-donors/ENCDO350LAJ/	EFO:0005481	Patski	cell line	Mus musculus											DNA						2011-07-01	ENCODE		see document		1	1_1		36					/files/ENCFF785ERB/	1179186267	ENCODE Processing Pipeline	2247abaf28e8212a6087f731f3542c62		https://www.encodeproject.org/files/ENCFF236UYH/@@download/ENCFF236UYH.bam				archived	s3://encode-public/2016/10/21/0d1e03a6-2d90-4948-816f-5fdda88373f0/ENCFF236UYH.bam	ENCODE3 mm10	archived	low read depth, low spot score		
ENCFF162ARB	bam	bam		alignments	mm10	ENCSR000CNT	DNase-seq	/mouse-donors/ENCDO350LAJ/	EFO:0005481	Patski	cell line	Mus musculus											DNA						2011-07-01	ENCODE		see document		2	2_1		36					/files/ENCFF156GTW/	1273289539	ENCODE Processing Pipeline	12c5d4ca74ebe3dcf48670ce33435bf1		https://www.encodeproject.org/files/ENCFF162ARB/@@download/ENCFF162ARB.bam				archived	s3://encode-public/2016/10/21/75715da1-a104-4440-a73e-7b025b51975c/ENCFF162ARB.bam	ENCODE3 mm10	archived	low read depth, low spot score		
ENCFF737YNT	bam	bam		alignments	mm10	ENCSR000CNT	DNase-seq	/mouse-donors/ENCDO350LAJ/	EFO:0005481	Patski	cell line	Mus musculus											DNA						2011-07-01	ENCODE		see document		2	2_1		36					/files/ENCFF882SRG/, /files/ENCFF127TSM/	1173010609	ENCODE Processing Pipeline	6706e267e23f56a41df94fc9d09bc64f		https://www.encodeproject.org/files/ENCFF737YNT/@@download/ENCFF737YNT.bam				released	s3://encode-public/2020/10/15/e5fa9ba8-bc4f-4ad5-9e04-0f4153ab3408/ENCFF737YNT.bam	ENCODE4 v3.0.0-alpha.2 mm10	released	low read depth, low spot score		
ENCFF073FAJ	bam	bam		unfiltered alignments	mm10	ENCSR000CNT	DNase-seq	/mouse-donors/ENCDO350LAJ/	EFO:0005481	Patski	cell line	Mus musculus											DNA						2011-07-01	ENCODE		see document		1	1_1		36					/files/ENCFF001PXD/, /files/ENCFF063EBQ/, /files/ENCFF001PXE/	1983001514	ENCODE Processing Pipeline	ff690122c748ee47b817c17130b249fe		https://www.encodeproject.org/files/ENCFF073FAJ/@@download/ENCFF073FAJ.bam				released	s3://encode-public/2020/10/15/58b1ab3e-f28d-4798-b246-a9db97c16f16/ENCFF073FAJ.bam	ENCODE4 v3.0.0-alpha.2 mm10	released	low read depth, low spot score		
ENCFF846SWU	bam	bam		alignments	mm10	ENCSR000CNT	DNase-seq	/mouse-donors/ENCDO350LAJ/	EFO:0005481	Patski	cell line	Mus musculus											DNA						2011-07-01	ENCODE		see document		1	1_1		36					/files/ENCFF785ERB/	1164946766	ENCODE Processing Pipeline	d8ce0c4a5115e6a1d2afa51f3dd4662b		https://www.encodeproject.org/files/ENCFF846SWU/@@download/ENCFF846SWU.bam				released	s3://encode-public/2017/08/24/035fb75d-b825-44de-b55a-a8d6601f78d8/ENCFF846SWU.bam	ENCODE3 mm10	archived	low read depth, low spot score		
ENCFF603ONQ	bam	bam		alignments	mm10	ENCSR000CNT	DNase-seq	/mouse-donors/ENCDO350LAJ/	EFO:0005481	Patski	cell line	Mus musculus											DNA						2011-07-01	ENCODE		see document		2	2_1		36					/files/ENCFF156GTW/	1259755799	ENCODE Processing Pipeline	bd2bcc9d307683f316c3889c879e14c0		https://www.encodeproject.org/files/ENCFF603ONQ/@@download/ENCFF603ONQ.bam				released	s3://encode-public/2017/08/24/85d1015e-655a-4598-8424-82cc9816b8f0/ENCFF603ONQ.bam	ENCODE3 mm10	archived	low read depth, low spot score		
ENCFF084PUF	bam	bam		alignments	mm10	ENCSR000CNT	DNase-seq	/mouse-donors/ENCDO350LAJ/	EFO:0005481	Patski	cell line	Mus musculus											DNA						2011-07-01	ENCODE		see document		1	1_1		36					/files/ENCFF073FAJ/, /files/ENCFF882SRG/	1053010914	ENCODE Processing Pipeline	08e20bf7766e9c8e94b0a8e6b89df06b		https://www.encodeproject.org/files/ENCFF084PUF/@@download/ENCFF084PUF.bam				released	s3://encode-public/2020/10/15/5d40b6d7-cae3-4f85-9e9e-40c5d9dcffaf/ENCFF084PUF.bam	ENCODE4 v3.0.0-alpha.2 mm10	released	low read depth, low spot score		
ENCFF127TSM	bam	bam		unfiltered alignments	mm10	ENCSR000CNT	DNase-seq	/mouse-donors/ENCDO350LAJ/	EFO:0005481	Patski	cell line	Mus musculus											DNA						2011-07-01	ENCODE		see document		2	2_1		36					/files/ENCFF001PXF/, /files/ENCFF063EBQ/, /files/ENCFF001PXG/	2054422928	ENCODE Processing Pipeline	531c81033dc331ee4cf2b212d399af4e		https://www.encodeproject.org/files/ENCFF127TSM/@@download/ENCFF127TSM.bam				released	s3://encode-public/2020/10/15/75810b62-2ef8-447d-813b-9f518bbabfb9/ENCFF127TSM.bam	ENCODE4 v3.0.0-alpha.2 mm10	released	low read depth, low spot score		
ENCFF001PFC	bam	bam		alignments	mm9	ENCSR000CMO	DNase-seq	/mouse-donors/ENCDO072AAA/	UBERON:0002037	cerebellum	tissue	Mus musculus											DNA						2011-07-01	ENCODE		see document		2	2_1		36					/files/ENCFF001PFN/	857631632	John Stamatoyannopoulos, UW	fa2d5b47359a0727b5259d8d5fad4d11		https://www.encodeproject.org/files/ENCFF001PFC/@@download/ENCFF001PFC.bam				archived	s3://encode-public/2011/05/06/304a7264-2f71-4b03-b0ed-98accc0c3fab/ENCFF001PFC.bam	Lab custom mm9	archived	low read depth, low spot score		
ENCFF001PFH	bam	bam		alignments	mm9	ENCSR000CMO	DNase-seq	/mouse-donors/ENCDO072AAA/	UBERON:0002037	cerebellum	tissue	Mus musculus											DNA						2011-07-01	ENCODE		see document		3	3_1		36					/files/ENCFF001PFD/, /files/ENCFF001PFE/, /files/ENCFF001PFF/	1487813608	John Stamatoyannopoulos, UW	42039d45f4939af224e4510486ebc74c		https://www.encodeproject.org/files/ENCFF001PFH/@@download/ENCFF001PFH.bam				archived	s3://encode-public/2011/05/06/682ca3b4-6cd6-4f6f-862e-d59610d84327/ENCFF001PFH.bam	Lab custom mm9	archived	low read depth, low spot score		
ENCFF001PFJ	bam	bam		alignments	mm9	ENCSR000CMO	DNase-seq	/mouse-donors/ENCDO072AAA/	UBERON:0002037	cerebellum	tissue	Mus musculus											DNA						2011-07-01	ENCODE		see document		1	1_1		36					/files/ENCFF001PFQ/	968124534	John Stamatoyannopoulos, UW	130e6ba2bc4ef90a40617f02b858a4b7		https://www.encodeproject.org/files/ENCFF001PFJ/@@download/ENCFF001PFJ.bam				archived	s3://encode-public/2011/05/06/befde1d2-baf4-4dde-a2ca-f6c779af3c20/ENCFF001PFJ.bam	Lab custom mm9	archived	low read depth, low spot score		
ENCFF204PZQ	bam	bam		unfiltered alignments	mm10	ENCSR000CMO	DNase-seq	/mouse-donors/ENCDO072AAA/	UBERON:0002037	cerebellum	tissue	Mus musculus											DNA						2011-07-01	ENCODE		see document		1	1_1		36					/files/ENCFF001PFQ/, /files/ENCFF340HIY/	1221885021	ENCODE Processing Pipeline	87a02d7fbc5e51005ac78caf1dcfff42		https://www.encodeproject.org/files/ENCFF204PZQ/@@download/ENCFF204PZQ.bam				released	s3://encode-public/2016/10/21/fcde95f3-2de8-4207-a47b-7fee735b6115/ENCFF204PZQ.bam	ENCODE3 mm10	archived	low read depth, low spot score		
ENCFF021GXT	bam	bam		unfiltered alignments	mm10	ENCSR000CMO	DNase-seq	/mouse-donors/ENCDO072AAA/	UBERON:0002037	cerebellum	tissue	Mus musculus											DNA						2011-07-01	ENCODE		see document		3	3_1		20					/files/ENCFF001PFE/, /files/ENCFF001PFF/, /files/ENCFF001PFD/, /files/ENCFF340HIY/	1958372598	ENCODE Processing Pipeline	d59e8ad45e21f34525b6d70e38ef6743		https://www.encodeproject.org/files/ENCFF021GXT/@@download/ENCFF021GXT.bam				released	s3://encode-public/2016/10/21/aff5ec0b-498e-4dc8-9114-e006e7f65768/ENCFF021GXT.bam	ENCODE3 mm10	archived	low read depth, low spot score		
ENCFF781RNJ	bam	bam		unfiltered alignments	mm10	ENCSR000CMO	DNase-seq	/mouse-donors/ENCDO072AAA/	UBERON:0002037	cerebellum	tissue	Mus musculus											DNA						2011-07-01	ENCODE		see document		2	2_1		36					/files/ENCFF001PFN/, /files/ENCFF340HIY/	1048992407	ENCODE Processing Pipeline	5deaef60cc5c38fb56c5b8a686172e03		https://www.encodeproject.org/files/ENCFF781RNJ/@@download/ENCFF781RNJ.bam				released	s3://encode-public/2016/10/21/cdb26f0d-86e8-4458-98bf-9bb0650bbc0d/ENCFF781RNJ.bam	ENCODE3 mm10	archived	low read depth, low spot score		
ENCFF190YNK	bam	bam		alignments	mm10	ENCSR000CMO	DNase-seq	/mouse-donors/ENCDO072AAA/	UBERON:0002037	cerebellum	tissue	Mus musculus											DNA						2011-07-01	ENCODE		see document		1	1_1		50					/files/ENCFF204PZQ/	1017278078	ENCODE Processing Pipeline	fdd126e8ce029a87bccaf4d33b45d67f		https://www.encodeproject.org/files/ENCFF190YNK/@@download/ENCFF190YNK.bam				archived	s3://encode-public/2016/10/21/21813817-5a73-4ae5-af15-40cc9ba8588e/ENCFF190YNK.bam	ENCODE3 mm10	archived	low read depth, low spot score		
ENCFF200CUQ	bam	bam		alignments	mm10	ENCSR000CMO	DNase-seq	/mouse-donors/ENCDO072AAA/	UBERON:0002037	cerebellum	tissue	Mus musculus											DNA						2011-07-01	ENCODE		see document		2	2_1		36					/files/ENCFF781RNJ/	892393666	ENCODE Processing Pipeline	6da5caa9328d2c1d1afe3111cc824908		https://www.encodeproject.org/files/ENCFF200CUQ/@@download/ENCFF200CUQ.bam				archived	s3://encode-public/2016/10/21/43eae798-8211-429d-b348-9fceb31d010d/ENCFF200CUQ.bam	ENCODE3 mm10	archived	low read depth, low spot score		
ENCFF461SIY	bam	bam		alignments	mm10	ENCSR000CMO	DNase-seq	/mouse-donors/ENCDO072AAA/	UBERON:0002037	cerebellum	tissue	Mus musculus											DNA						2011-07-01	ENCODE		see document		3	3_1		36					/files/ENCFF021GXT/	1610178762	ENCODE Processing Pipeline	e829339c4f2c9a79245692e83e429064		https://www.encodeproject.org/files/ENCFF461SIY/@@download/ENCFF461SIY.bam				archived	s3://encode-public/2016/10/21/08b6e21e-94b4-47d9-936b-22be3628017d/ENCFF461SIY.bam	ENCODE3 mm10	archived	low read depth, low spot score		
ENCFF776EVF	bam	bam		unfiltered alignments	mm10	ENCSR000CMO	DNase-seq	/mouse-donors/ENCDO072AAA/	UBERON:0002037	cerebellum	tissue	Mus musculus											DNA						2011-07-01	ENCODE		see document		1	1_1		36					/files/ENCFF063EBQ/, /files/ENCFF001PFQ/	1392927279	ENCODE Processing Pipeline	dda29f665f765ef4c97541537aa08d95		https://www.encodeproject.org/files/ENCFF776EVF/@@download/ENCFF776EVF.bam				released	s3://encode-public/2020/10/15/4105bd8c-bed5-4559-ba5d-1d93eff685f6/ENCFF776EVF.bam	ENCODE4 v3.0.0-alpha.2 mm10	released	low read depth, low spot score		
ENCFF495VUB	bam	bam		unfiltered alignments	mm10	ENCSR000CMO	DNase-seq	/mouse-donors/ENCDO072AAA/	UBERON:0002037	cerebellum	tissue	Mus musculus											DNA						2011-07-01	ENCODE		see document		2	2_1		36					/files/ENCFF001PFN/, /files/ENCFF063EBQ/	1196299691	ENCODE Processing Pipeline	ac2d269a67759629732d35e176d818ba		https://www.encodeproject.org/files/ENCFF495VUB/@@download/ENCFF495VUB.bam				released	s3://encode-public/2020/10/15/185c9c48-3b04-453a-afe6-440cd0f155c9/ENCFF495VUB.bam	ENCODE4 v3.0.0-alpha.2 mm10	released	low read depth, low spot score		
ENCFF205ELV	bam	bam		unfiltered alignments	mm10	ENCSR000CMO	DNase-seq	/mouse-donors/ENCDO072AAA/	UBERON:0002037	cerebellum	tissue	Mus musculus											DNA						2011-07-01	ENCODE		see document		3	3_1		36					/files/ENCFF063EBQ/, /files/ENCFF001PFD/, /files/ENCFF001PFF/, /files/ENCFF001PFE/	2257431877	ENCODE Processing Pipeline	59e7a9173fe6d702a2af73c1a5acd295		https://www.encodeproject.org/files/ENCFF205ELV/@@download/ENCFF205ELV.bam				released	s3://encode-public/2020/10/15/18c71d1b-e645-4699-880f-b098aa4a326d/ENCFF205ELV.bam	ENCODE4 v3.0.0-alpha.2 mm10	released	low read depth, low spot score		
ENCFF769SVW	bam	bam		alignments	mm10	ENCSR000CMO	DNase-seq	/mouse-donors/ENCDO072AAA/	UBERON:0002037	cerebellum	tissue	Mus musculus											DNA						2011-07-01	ENCODE		see document		1	1_1		36					/files/ENCFF776EVF/, /files/ENCFF882SRG/	999135209	ENCODE Processing Pipeline	3791c69372d71979400c380da8b930aa		https://www.encodeproject.org/files/ENCFF769SVW/@@download/ENCFF769SVW.bam				released	s3://encode-public/2020/10/15/2f3caa8a-b834-4de6-bc5d-19cc981df66c/ENCFF769SVW.bam	ENCODE4 v3.0.0-alpha.2 mm10	released	low read depth, low spot score		
ENCFF717ZMV	bam	bam		alignments	mm10	ENCSR000CMO	DNase-seq	/mouse-donors/ENCDO072AAA/	UBERON:0002037	cerebellum	tissue	Mus musculus											DNA						2011-07-01	ENCODE		see document		1	1_1		36					/files/ENCFF204PZQ/	1010398425	ENCODE Processing Pipeline	b4d0069dab1c83e5ae80b4adbfe9883e		https://www.encodeproject.org/files/ENCFF717ZMV/@@download/ENCFF717ZMV.bam				released	s3://encode-public/2017/08/24/fad047b7-ea00-4547-a83f-e13197868a37/ENCFF717ZMV.bam	ENCODE3 mm10	archived	low read depth, low spot score		
ENCFF446HPV	bam	bam		alignments	mm10	ENCSR000CMO	DNase-seq	/mouse-donors/ENCDO072AAA/	UBERON:0002037	cerebellum	tissue	Mus musculus											DNA						2011-07-01	ENCODE		see document		2	2_1		36					/files/ENCFF781RNJ/	886075752	ENCODE Processing Pipeline	321525ed431fed3aeea460f2fd0f8236		https://www.encodeproject.org/files/ENCFF446HPV/@@download/ENCFF446HPV.bam				released	s3://encode-public/2017/08/24/809cb0d1-b2f2-4981-a56f-e252dd490b05/ENCFF446HPV.bam	ENCODE3 mm10	archived	low read depth, low spot score		
ENCFF238GIL	bam	bam		alignments	mm10	ENCSR000CMO	DNase-seq	/mouse-donors/ENCDO072AAA/	UBERON:0002037	cerebellum	tissue	Mus musculus											DNA						2011-07-01	ENCODE		see document		3	3_1		36					/files/ENCFF021GXT/	1600119752	ENCODE Processing Pipeline	2fe4c856998602f972643f040869c22a		https://www.encodeproject.org/files/ENCFF238GIL/@@download/ENCFF238GIL.bam				released	s3://encode-public/2017/08/24/e87547af-9af8-4bc0-990f-100b47c107db/ENCFF238GIL.bam	ENCODE3 mm10	archived	low read depth, low spot score		
ENCFF075MCZ	bam	bam		alignments	mm10	ENCSR000CMO	DNase-seq	/mouse-donors/ENCDO072AAA/	UBERON:0002037	cerebellum	tissue	Mus musculus											DNA						2011-07-01	ENCODE		see document		2	2_1		36					/files/ENCFF882SRG/, /files/ENCFF495VUB/	875760637	ENCODE Processing Pipeline	1a82688b7afa0f6e6e1b09776f211d25		https://www.encodeproject.org/files/ENCFF075MCZ/@@download/ENCFF075MCZ.bam				released	s3://encode-public/2020/10/15/b653f728-e7df-41ba-8060-10cff1880e89/ENCFF075MCZ.bam	ENCODE4 v3.0.0-alpha.2 mm10	released	low read depth, low spot score		
ENCFF527MAB	bam	bam		alignments	mm10	ENCSR000CMO	DNase-seq	/mouse-donors/ENCDO072AAA/	UBERON:0002037	cerebellum	tissue	Mus musculus											DNA						2011-07-01	ENCODE		see document		3	3_1		36					/files/ENCFF882SRG/, /files/ENCFF205ELV/	1566060180	ENCODE Processing Pipeline	b9cd8799b513e5f8f52ce5d0580143f0		https://www.encodeproject.org/files/ENCFF527MAB/@@download/ENCFF527MAB.bam				released	s3://encode-public/2020/10/15/70b24711-a055-435a-b109-b12aa250e1aa/ENCFF527MAB.bam	ENCODE4 v3.0.0-alpha.2 mm10	released	low read depth, low spot score		
ENCFF493AIB	bam	bam		alignments	mm10	ENCSR939NQH	DNase-seq	/mouse-donors/ENCDO509HIY/	UBERON:0002113	kidney	tissue	Mus musculus											DNA						2021-06-30	ENCODE				2	2_1		76					/files/ENCFF957MHJ/, /files/ENCFF882SRG/	6494910679	ENCODE Processing Pipeline	3dba63112effeed880ce6e468350cecc		https://www.encodeproject.org/files/ENCFF493AIB/@@download/ENCFF493AIB.bam				released	s3://encode-public/2021/06/28/1c09149b-6c4e-49e0-bebb-96301123da78/ENCFF493AIB.bam	ENCODE4 v3.0.0 mm10	released	mixed read lengths		
ENCFF957MHJ	bam	bam		unfiltered alignments	mm10	ENCSR939NQH	DNase-seq	/mouse-donors/ENCDO509HIY/	UBERON:0002113	kidney	tissue	Mus musculus											DNA						2021-06-30	ENCODE				2	2_1		76					/files/ENCFF063EBQ/, /files/ENCFF161TUG/, /files/ENCFF210YLD/, /files/ENCFF115EBM/, /files/ENCFF419WTN/, /files/ENCFF554DVZ/, /files/ENCFF473UFP/, /files/ENCFF145PZJ/, /files/ENCFF547JZH/	15602280180	ENCODE Processing Pipeline	a8e58f27583053c511737b31ff1a8a28		https://www.encodeproject.org/files/ENCFF957MHJ/@@download/ENCFF957MHJ.bam				released	s3://encode-public/2021/06/28/536701b7-a392-48f8-89c0-0b6ba527735e/ENCFF957MHJ.bam	ENCODE4 v3.0.0 mm10	released	mixed read lengths		
ENCFF003ZTD	bam	bam		unfiltered alignments	mm10	ENCSR939NQH	DNase-seq	/mouse-donors/ENCDO509HIY/	UBERON:0002113	kidney	tissue	Mus musculus											DNA						2021-06-30	ENCODE				1	1_1		76					/files/ENCFF063EBQ/, /files/ENCFF377JES/, /files/ENCFF405FSZ/, /files/ENCFF845FYN/, /files/ENCFF902USX/, /files/ENCFF313GRR/, /files/ENCFF828MSC/	26290688550	ENCODE Processing Pipeline	d604b3744d4e16aa142b1b5ed79434b0		https://www.encodeproject.org/files/ENCFF003ZTD/@@download/ENCFF003ZTD.bam				released	s3://encode-public/2021/06/28/519307d4-9c18-4674-9c1b-60efec7eb7c0/ENCFF003ZTD.bam	ENCODE4 v3.0.0 mm10	released	mixed read lengths		
ENCFF889SHG	bam	bam		alignments	mm10	ENCSR939NQH	DNase-seq	/mouse-donors/ENCDO509HIY/	UBERON:0002113	kidney	tissue	Mus musculus											DNA						2021-06-30	ENCODE				1	1_1		76					/files/ENCFF003ZTD/, /files/ENCFF882SRG/	9926837299	ENCODE Processing Pipeline	6191866e535ef2683d383208b6f4e8a2		https://www.encodeproject.org/files/ENCFF889SHG/@@download/ENCFF889SHG.bam				released	s3://encode-public/2021/06/28/ca574fd3-f78d-4d3a-85f4-8e56a5c4bed9/ENCFF889SHG.bam	ENCODE4 v3.0.0 mm10	released	mixed read lengths		
ENCFF861KYO	bam	bam		unfiltered alignments	mm10	ENCSR984XSP	DNase-seq	/mouse-donors/ENCDO509HIY/	UBERON:0002113	kidney	tissue	Mus musculus											DNA						2021-06-08	ENCODE				1	1_1		76					/files/ENCFF281HDW/, /files/ENCFF012PHK/, /files/ENCFF382RKI/, /files/ENCFF063EBQ/, /files/ENCFF856MXM/	14924193710	ENCODE Processing Pipeline	1cf8442d3b4021b90461719213cbd6ce		https://www.encodeproject.org/files/ENCFF861KYO/@@download/ENCFF861KYO.bam				released	s3://encode-public/2021/04/26/509b9acf-e655-4842-82d6-a7130d6a4c7a/ENCFF861KYO.bam	ENCODE4 v3.0.0 mm10	released	mixed read lengths		
ENCFF868GEZ	bam	bam		unfiltered alignments	mm10	ENCSR984XSP	DNase-seq	/mouse-donors/ENCDO509HIY/	UBERON:0002113	kidney	tissue	Mus musculus											DNA						2021-06-08	ENCODE				2	2_1		76					/files/ENCFF463EUQ/, /files/ENCFF885ZJF/, /files/ENCFF575VUG/, /files/ENCFF796BVJ/, /files/ENCFF990EPE/, /files/ENCFF063EBQ/, /files/ENCFF531DKU/	20939451649	ENCODE Processing Pipeline	7a83a6f98915283085252e45b3a21406		https://www.encodeproject.org/files/ENCFF868GEZ/@@download/ENCFF868GEZ.bam				released	s3://encode-public/2021/04/26/6f33ccdc-28f5-4e6f-83e0-f3f150cc7bde/ENCFF868GEZ.bam	ENCODE4 v3.0.0 mm10	released	mixed read lengths		
ENCFF718TOR	bam	bam		alignments	mm10	ENCSR984XSP	DNase-seq	/mouse-donors/ENCDO509HIY/	UBERON:0002113	kidney	tissue	Mus musculus											DNA						2021-06-08	ENCODE				1	1_1		76					/files/ENCFF861KYO/, /files/ENCFF882SRG/	7918219309	ENCODE Processing Pipeline	157d0a42cfbac5b1441b22b9a4d1866b		https://www.encodeproject.org/files/ENCFF718TOR/@@download/ENCFF718TOR.bam				released	s3://encode-public/2021/04/26/60f833a5-00d7-49c2-a0c4-83ba56d6daf3/ENCFF718TOR.bam	ENCODE4 v3.0.0 mm10	released	mixed read lengths		
ENCFF436IXM	bam	bam		alignments	mm10	ENCSR984XSP	DNase-seq	/mouse-donors/ENCDO509HIY/	UBERON:0002113	kidney	tissue	Mus musculus											DNA						2021-06-08	ENCODE				2	2_1		76					/files/ENCFF882SRG/, /files/ENCFF868GEZ/	10884617624	ENCODE Processing Pipeline	f541f927709833364069d9829b2faee0		https://www.encodeproject.org/files/ENCFF436IXM/@@download/ENCFF436IXM.bam				released	s3://encode-public/2021/04/26/b41b8a07-a7d2-4049-9326-a1202a8478a3/ENCFF436IXM.bam	ENCODE4 v3.0.0 mm10	released	mixed read lengths		
ENCFF902ABI	bam	bam		alignments	mm10	ENCSR455VIA	DNase-seq	/mouse-donors/ENCDO509HIY/	UBERON:0002369	adrenal gland	tissue	Mus musculus											DNA						2021-06-30	ENCODE				1	1_1		101					/files/ENCFF549PCX/, /files/ENCFF882SRG/	8015541789	ENCODE Processing Pipeline	627ab1007838d4c270e93f2b6014325f		https://www.encodeproject.org/files/ENCFF902ABI/@@download/ENCFF902ABI.bam				released	s3://encode-public/2021/06/28/13164c7d-26be-463c-9e0b-949a89d29544/ENCFF902ABI.bam	ENCODE4 v3.0.0 mm10	released			
ENCFF357VIG	bam	bam		alignments	mm10	ENCSR455VIA	DNase-seq	/mouse-donors/ENCDO509HIY/	UBERON:0002369	adrenal gland	tissue	Mus musculus											DNA						2021-06-30	ENCODE				2	2_1		101					/files/ENCFF412IHE/, /files/ENCFF882SRG/	3699088737	ENCODE Processing Pipeline	51289216da7a62a136d5bf1e558ef33f		https://www.encodeproject.org/files/ENCFF357VIG/@@download/ENCFF357VIG.bam				released	s3://encode-public/2021/06/28/f3f3782a-39b2-43be-ac06-6a1ba32a29f5/ENCFF357VIG.bam	ENCODE4 v3.0.0 mm10	released			
ENCFF549PCX	bam	bam		unfiltered alignments	mm10	ENCSR455VIA	DNase-seq	/mouse-donors/ENCDO509HIY/	UBERON:0002369	adrenal gland	tissue	Mus musculus											DNA						2021-06-30	ENCODE				1	1_1		101					/files/ENCFF775VVL/, /files/ENCFF767HPO/, /files/ENCFF529LSK/, /files/ENCFF063EBQ/, /files/ENCFF063FCE/	16943751997	ENCODE Processing Pipeline	b39c266d8ae29530640e7cebd086b10a		https://www.encodeproject.org/files/ENCFF549PCX/@@download/ENCFF549PCX.bam				released	s3://encode-public/2021/06/28/5add6373-cb4f-44a2-9e43-53c12ff23a77/ENCFF549PCX.bam	ENCODE4 v3.0.0 mm10	released			
ENCFF412IHE	bam	bam		unfiltered alignments	mm10	ENCSR455VIA	DNase-seq	/mouse-donors/ENCDO509HIY/	UBERON:0002369	adrenal gland	tissue	Mus musculus											DNA						2021-06-30	ENCODE				2	2_1		101					/files/ENCFF355MBD/, /files/ENCFF350ROW/, /files/ENCFF261DJO/, /files/ENCFF742TCW/, /files/ENCFF063EBQ/	6712964323	ENCODE Processing Pipeline	f41f60adadfb28ef88db934ca2da064e		https://www.encodeproject.org/files/ENCFF412IHE/@@download/ENCFF412IHE.bam				released	s3://encode-public/2021/06/28/8d7e4db7-e3a2-41a0-9003-b7084972df92/ENCFF412IHE.bam	ENCODE4 v3.0.0 mm10	released			
ENCFF150NMW	bam	bam		unfiltered alignments	mm10	ENCSR671SQM	DNase-seq	/mouse-donors/ENCDO509HIY/	UBERON:0000473	testis	tissue	Mus musculus											DNA						2021-06-07	ENCODE				1	1_1		101					/files/ENCFF103BCS/, /files/ENCFF946XKH/, /files/ENCFF063EBQ/, /files/ENCFF729YUT/, /files/ENCFF750CKM/	15647944502	ENCODE Processing Pipeline	500dd2018005e3b0e33ac2a72032fb7a		https://www.encodeproject.org/files/ENCFF150NMW/@@download/ENCFF150NMW.bam				released	s3://encode-public/2021/06/03/9a5350d0-c62b-4811-9dd0-8bd0e83610da/ENCFF150NMW.bam	ENCODE4 v3.0.0 mm10	released	low spot score		
